clave,valor,price
9559.0,['Action'],19.99
9560.0,['Action'],0.0
9561.0,['Action'],7.99
9562.0,['Action'],3.99
9563.0,['Action'],6.99
9564.0,['Action'],14.99
9565.0,['Action'],39.99
9566.0,['Action'],7.99
9567.0,['Action'],9.99
9568.0,['Action'],2.99
9569.0,['Action'],19.99
9570.0,"['Action', 'Adventure', 'Casual', 'Indie']",13.99
9571.0,['Action'],0.99
9572.0,"['Indie', 'Simulation', 'Strategy']",0.99
9573.0,"['Adventure', 'RPG']",1.99
9574.0,['Indie'],5.99
9575.0,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Utilities']",0.99
9576.0,"['Casual', 'Strategy']",7.99
9577.0,"['Casual', 'Free to Play', 'Strategy']",4.99
9578.0,"['Casual', 'Strategy']",4.99
9579.0,"['Adventure', 'Indie', 'RPG']",0.0
9580.0,"['Action', 'Indie']",4.99
9581.0,"['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']",4.99
9582.0,"['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']",4.99
9583.0,"['Action', 'Casual', 'Indie']",4.99
9584.0,"['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']",4.99
9585.0,"['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']",4.99
9586.0,"['Indie', 'Sports']",4.99
9587.0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",4.99
9588.0,"['Indie', 'RPG', 'Strategy']",9.99
9589.0,"['Indie', 'Simulation']",9.99
9590.0,"['Indie', 'RPG', 'Strategy']",3.99
9591.0,"['Casual', 'Indie']",4.99
9592.0,"['Adventure', 'Indie']",0.0
9593.0,"['Animation &amp; Modeling', 'Audio Production', 'Design &amp; Illustration', 'Utilities', 'Video Production', 'Web Publishing']",6.99
9594.0,"['Action', 'Indie', 'RPG', 'Strategy']",3.99
9595.0,"['RPG', 'Strategy']",5.99
9596.0,"['Adventure', 'Indie']",7.99
9597.0,['Casual'],1.99
9598.0,"['Action', 'Indie', 'Early Access']",7.99
9600.0,"['Indie', 'RPG']",5.99
9601.0,"['Adventure', 'Casual', 'Indie']",14.99
9602.0,"['Adventure', 'Casual']",59.99
9603.0,"['Adventure', 'Indie', 'Strategy', 'Early Access']",19.99
9604.0,"['Action', 'Casual', 'Indie']",39.99
9605.0,"['Action', 'Adventure']",4.99
9606.0,"['Casual', 'Indie']",19.99
9607.0,"['Action', 'Free to Play', 'Massively Multiplayer', 'Racing']",2.99
9608.0,"['Action', 'Indie', 'Strategy', 'Early Access']",7.99
9609.0,"['Adventure', 'Casual', 'Indie']",2.99
9610.0,"['Casual', 'Indie']",4.99
9611.0,"['Indie', 'RPG']",19.99
9612.0,"['Simulation', 'Strategy']",14.99
9613.0,['Strategy'],0.0
9614.0,"['Casual', 'Indie', 'Simulation']",4.99
9615.0,['Action'],11.99
9616.0,['Indie'],3.99
9617.0,"['Adventure', 'Indie', 'RPG']",5.99
9618.0,"['Animation &amp; Modeling', 'Design &amp; Illustration']",5.99
9619.0,"['Indie', 'Simulation', 'Early Access']",4.99
9620.0,['Indie'],2.99
9621.0,"['Action', 'Free to Play']",5.99
9622.0,"['Action', 'Adventure']",4.99
9623.0,"['Adventure', 'Casual', 'Indie']",1.99
9624.0,"['Casual', 'Indie']",5.99
9625.0,"['Casual', 'Indie']",5.99
9626.0,"['Action', 'Adventure', 'Indie']",3.99
9627.0,"['Casual', 'Indie', 'Strategy']",1.99
9628.0,"['Free to Play', 'Strategy']",4.99
9629.0,"['Adventure', 'Casual']",1.99
9630.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",1.99
9631.0,"['Adventure', 'Indie']",2.99
9632.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",3.99
9633.0,"['Action', 'Adventure', 'Casual', 'Indie']",4.99
9634.0,"['Casual', 'Indie']",4.99
9635.0,"['Casual', 'Indie', 'Simulation']",4.99
9636.0,['Action'],7.99
9637.0,['Action'],13.99
9638.0,['Indie'],2.99
9639.0,"['Action', 'Casual']",2.99
9640.0,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",9.99
9641.0,"['Adventure', 'Indie', 'RPG']",9.99
9642.0,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG']",5.99
9643.0,"['Indie', 'Racing']",5.99
9644.0,"['Indie', 'Simulation', 'Strategy']",11.99
9645.0,"['Action', 'Adventure', 'Indie', 'RPG']",12.99
9646.0,"['Adventure', 'RPG']",2.99
9647.0,"['Free to Play', 'Indie']",4.99
9648.0,"['Adventure', 'Indie', 'Simulation', 'Strategy']",4.99
9649.0,['Simulation'],4.99
9650.0,['Simulation'],0.99
9651.0,"['Action', 'Indie', 'Strategy']",4.99
9652.0,"['Casual', 'Simulation']",0.0
9653.0,"['Action', 'Indie']",4.99
9654.0,"['Casual', 'Simulation']",4.99
9655.0,"['Casual', 'Simulation']",0.0
9656.0,"['Casual', 'Simulation']",2.99
9657.0,"['Action', 'Adventure', 'Indie', 'Simulation']",3.99
9658.0,"['Indie', 'Simulation', 'Strategy']",5.99
9659.0,"['Action', 'Adventure', 'Indie', 'Simulation']",19.99
9660.0,"['Indie', 'Strategy']",11.99
9661.0,"['Casual', 'Indie']",9.99
9662.0,"['Casual', 'Indie']",9.99
9663.0,"['Indie', 'Simulation']",19.99
9664.0,"['Indie', 'Simulation']",0.0
9665.0,"['Indie', 'Simulation']",4.99
9666.0,"['Indie', 'Simulation']",0.0
9667.0,"['Action', 'Adventure', 'Indie', 'RPG']",0.0
9668.0,"['Indie', 'RPG', 'Strategy']",12.99
9669.0,"['Adventure', 'Casual', 'Indie', 'Simulation']",14.99
9670.0,"['Indie', 'RPG', 'Strategy']",9.99
9671.0,"['Indie', 'RPG', 'Strategy']",5.99
9672.0,['Strategy'],0.99
9673.0,"['Indie', 'RPG', 'Strategy']",9.99
9674.0,"['Action', 'Casual', 'Indie']",3.99
9676.0,['RPG'],9.99
9678.0,['RPG'],3.99
9679.0,"['Indie', 'RPG', 'Strategy']",2.99
9680.0,['RPG'],3.99
9681.0,['RPG'],2.99
9682.0,['RPG'],2.99
9683.0,['RPG'],3.99
9684.0,['RPG'],9.99
9685.0,['RPG'],14.99
9686.0,['RPG'],3.99
9687.0,['RPG'],0.99
9688.0,['RPG'],1.99
9689.0,"['Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",9.99
9690.0,"['Adventure', 'Indie']",29.99
9691.0,"['Indie', 'Simulation', 'Strategy']",0.99
9692.0,"['Action', 'Indie']",1.99
9693.0,"['RPG', 'Strategy']",1.99
9694.0,"['Indie', 'Racing']",3.99
9695.0,"['Casual', 'Free to Play', 'Massively Multiplayer', 'Sports']",2.99
9696.0,"['Adventure', 'Casual', 'Indie', 'Sports', 'Strategy']",2.99
9697.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",3.99
9698.0,"['Indie', 'Strategy']",1.99
9699.0,['RPG'],9.99
9700.0,"['Adventure', 'Casual', 'Indie']",9.99
9701.0,"['Adventure', 'Indie']",9.99
9702.0,"['Indie', 'Simulation', 'Early Access']",9.99
9703.0,"['Adventure', 'Indie', 'Strategy']",9.99
9704.0,"['Adventure', 'Indie']",9.99
9705.0,"['Adventure', 'Casual', 'Indie']",6.99
9708.0,['Simulation'],17.99
9709.0,"['Simulation', 'Strategy']",19.99
9710.0,"['Action', 'Casual', 'Indie', 'Sports']",19.99
9711.0,['Indie'],16.99
9712.0,"['Adventure', 'Casual', 'Indie']",19.99
9713.0,"['Adventure', 'Casual', 'Indie']",49.99
9714.0,"['Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",29.99
9715.0,['Simulation'],18.99
9716.0,"['Action', 'Adventure', 'Casual', 'Indie']",2.99
9717.0,"['Action', 'Adventure', 'Casual', 'Indie']",1.99
9718.0,"['Action', 'Adventure', 'Casual', 'Indie']",0.99
9719.0,"['Action', 'Adventure', 'Casual', 'Indie']",2.99
9720.0,"['Action', 'Indie', 'RPG', 'Strategy']",19.99
9721.0,"['Action', 'Adventure', 'Free to Play', 'RPG']",49.99
9722.0,"['Adventure', 'Indie']",9.99
9723.0,"['Action', 'Simulation']",4.99
9724.0,"['Indie', 'Simulation', 'Strategy']",19.99
9725.0,"['Free to Play', 'Indie', 'Early Access']",4.99
9726.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",19.99
9727.0,"['Casual', 'Indie']",4.99
9728.0,"['Action', 'Indie']",2.99
9729.0,"['Adventure', 'Strategy']",14.99
9730.0,"['Adventure', 'Casual', 'Indie']",12.99
9731.0,"['Indie', 'RPG', 'Strategy', 'Early Access']",3.99
9732.0,"['Casual', 'Indie']",0.99
9733.0,"['Indie', 'Simulation', 'Strategy']",16.99
9735.0,['RPG'],3.99
9736.0,['RPG'],6.99
9737.0,['RPG'],14.99
9738.0,"['Casual', 'Indie']",2.99
9739.0,"['Casual', 'Racing']",4.99
9740.0,"['Indie', 'RPG', 'Strategy', 'Early Access']",39.99
9741.0,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Early Access']",7.99
9742.0,"['Action', 'Casual', 'Indie']",2.99
9743.0,"['Casual', 'Indie']",2.99
9744.0,['RPG'],2.99
9745.0,"['Action', 'Indie', 'Early Access']",9.99
9746.0,"['Action', 'Adventure', 'Indie', 'Simulation']",19.99
9747.0,"['Action', 'Casual', 'Indie']",9.99
9748.0,"['Adventure', 'Casual']",4.99
9749.0,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",29.99
9750.0,"['Casual', 'Indie']",19.99
9751.0,"['Action', 'Adventure', 'Indie']",0.0
9752.0,"['Casual', 'Indie']",29.99
9753.0,"['Action', 'Adventure', 'Indie']",1.99
9754.0,['Simulation'],19.99
9755.0,['Simulation'],4.99
9756.0,"['Adventure', 'Indie', 'RPG']",9.99
9757.0,"['Casual', 'Indie', 'Simulation']",10.99
9758.0,"['Adventure', 'Indie', 'RPG']",2.99
9759.0,"['Indie', 'Sports', 'Early Access']",0.99
9760.0,"['Adventure', 'Casual', 'Indie']",24.99
9761.0,"['Action', 'Adventure', 'Indie']",4.99
9762.0,"['Adventure', 'Indie']",16.99
9763.0,['Strategy'],9.99
9764.0,"['Indie', 'Strategy']",9.99
9765.0,['Indie'],9.99
9766.0,"['Free to Play', 'Indie', 'RPG', 'Strategy']",0.99
9767.0,"['Indie', 'Simulation']",0.99
9768.0,"['Casual', 'Free to Play', 'Indie', 'Strategy']",0.99
9769.0,['Indie'],0.99
9770.0,"['Action', 'Adventure', 'Casual', 'RPG']",0.99
9771.0,"['Action', 'Adventure', 'Indie']",0.99
9772.0,"['Action', 'Casual', 'Indie', 'Strategy']",0.99
9773.0,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",0.99
9774.0,"['Casual', 'Indie', 'Early Access']",1.99
9777.0,"['Casual', 'Indie']",9.99
9778.0,"['Casual', 'Indie']",5.99
9779.0,"['Action', 'Adventure', 'Indie']",2.99
9780.0,"['Adventure', 'Casual']",10.99
9781.0,"['Action', 'Adventure', 'Indie']",18.99
9782.0,"['Free to Play', 'Indie', 'Strategy']",4.99
9783.0,"['Racing', 'Simulation', 'Sports']",19.99
9784.0,"['Racing', 'Simulation', 'Sports']",9.99
9785.0,"['Racing', 'Simulation', 'Sports']",6.99
9786.0,"['Racing', 'Simulation', 'Sports']",7.99
9787.0,"['Action', 'Free to Play', 'Indie']",9.99
9788.0,"['Action', 'Indie', 'Early Access']",19.99
9789.0,"['Casual', 'Indie']",4.99
9790.0,['Action'],0.99
9791.0,"['Casual', 'Indie', 'Strategy']",16.99
9792.0,"['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",2.99
9793.0,"['Adventure', 'Indie']",59.99
9795.0,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",4.99
9796.0,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",0.99
9797.0,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",9.99
9798.0,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",149.99
9799.0,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",5.99
9800.0,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",1.99
9801.0,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",0.99
9802.0,"['Action', 'Adventure']",3.99
9803.0,"['Action', 'Casual', 'Indie', 'Sports']",4.99
9804.0,"['Free to Play', 'Indie', 'Strategy']",4.99
9805.0,"['Action', 'Adventure', 'Indie', 'RPG']",4.99
9806.0,"['Action', 'Indie']",4.99
9807.0,"['Casual', 'Indie']",4.99
9808.0,"['Action', 'Indie']",4.99
9809.0,"['Adventure', 'Casual', 'Indie']",4.99
9810.0,"['Action', 'Adventure', 'Casual', 'Indie']",4.99
9811.0,['Action'],4.99
9812.0,"['Casual', 'Simulation']",2.99
9814.0,"['Casual', 'Simulation']",19.99
9815.0,"['Casual', 'Simulation']",24.99
9816.0,"['Casual', 'Simulation']",11.99
9817.0,['Action'],7.99
9818.0,"['Action', 'Adventure', 'Casual', 'Indie']",5.99
9820.0,"['Animation &amp; Modeling', 'Design &amp; Illustration']",4.99
9821.0,"['Indie', 'Sports']",8.99
9822.0,"['Action', 'Indie', 'RPG']",19.99
9823.0,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",2.99
9824.0,"['Casual', 'Simulation', 'Sports', 'Strategy']",0.0
9826.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",17.99
9827.0,"['Indie', 'Simulation']",19.99
9828.0,"['Action', 'Indie']",3.99
9829.0,"['Casual', 'Indie']",12.99
9830.0,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",19.99
9831.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",19.99
9832.0,"['Casual', 'Indie']",9.99
9833.0,"['Adventure', 'Indie']",4.99
9834.0,"['Action', 'Indie', 'RPG']",24.99
9835.0,"['Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Strategy', 'Early Access']",24.99
9836.0,"['Action', 'Adventure', 'Indie']",24.99
9837.0,"['Adventure', 'Indie', 'RPG']",19.99
9838.0,"['Action', 'Indie']",2.99
9839.0,"['Action', 'Adventure', 'Indie']",2.99
9840.0,"['Indie', 'RPG']",2.99
9841.0,"['Adventure', 'Casual']",14.99
9842.0,"['Action', 'Racing']",39.99
9843.0,"['Adventure', 'Indie', 'RPG']",1.99
9844.0,"['Adventure', 'Indie', 'RPG']",19.99
9845.0,"['Adventure', 'Indie', 'RPG']",2.99
9846.0,"['Action', 'RPG', 'Simulation', 'Strategy']",3.99
9847.0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",24.99
9848.0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",3.99
9849.0,"['Indie', 'RPG', 'Strategy']",0.99
9850.0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",5.99
9851.0,"['Action', 'Indie', 'RPG']",4.99
9852.0,['RPG'],7.99
9853.0,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",5.99
9854.0,"['Adventure', 'Indie']",3.99
9855.0,['Strategy'],1.99
9856.0,"['Adventure', 'Casual', 'Indie', 'RPG']",9.99
9857.0,"['Adventure', 'Casual', 'Indie', 'RPG']",0.99
9858.0,"['Action', 'Indie']",8.99
9859.0,"['Action', 'Adventure', 'Casual', 'Indie']",12.99
9860.0,"['Action', 'Casual']",19.99
9861.0,"['Casual', 'Free to Play', 'Indie']",14.99
9862.0,"['Casual', 'Indie', 'Strategy']",19.99
9863.0,"['Casual', 'Indie']",4.99
9864.0,"['Action', 'Adventure', 'Indie']",0.99
9865.0,"['Action', 'Adventure', 'Casual', 'Indie', 'Sports']",0.99
9866.0,"['Action', 'Adventure', 'Indie']",29.99
9867.0,"['Free to Play', 'Indie', 'Strategy']",12.99
9868.0,"['Casual', 'Indie', 'Simulation']",9.99
9869.0,"['Action', 'Indie', 'Strategy', 'Early Access']",19.99
9870.0,"['Casual', 'Indie']",4.99
9871.0,"['Casual', 'Free to Play', 'Indie', 'Simulation']",9.99
9872.0,"['Action', 'Indie']",1.99
9873.0,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Early Access']",6.99
9874.0,"['Action', 'Indie']",4.99
9875.0,"['Action', 'Adventure', 'Indie']",1.99
9877.0,"['RPG', 'Strategy']",3.99
9878.0,"['Action', 'Casual', 'Indie']",5.99
9879.0,"['Casual', 'Indie', 'Simulation', 'Strategy']",24.99
9880.0,"['Action', 'Indie']",5.99
9881.0,['Strategy'],12.99
9882.0,"['Casual', 'Indie']",9.99
9883.0,"['Adventure', 'RPG', 'Strategy']",9.99
9884.0,"['Adventure', 'Indie', 'Strategy']",1.99
9885.0,"['Adventure', 'Casual', 'Indie', 'Strategy']",4.99
9886.0,"['Action', 'Adventure', 'Indie']",12.99
9887.0,"['Action', 'Free to Play']",29.99
9888.0,['Action'],16.99
9889.0,"['Adventure', 'Casual', 'Indie']",9.99
9890.0,"['Action', 'Casual', 'Indie']",0.0
9891.0,"['Action', 'Indie']",0.0
9892.0,"['Action', 'Casual', 'Indie']",4.99
9893.0,"['Audio Production', 'Utilities', 'Video Production']",19.99
9894.0,"['Action', 'Indie', 'RPG']",14.99
9895.0,['Indie'],19.99
9896.0,"['Action', 'Adventure', 'Indie']",19.99
9897.0,['Indie'],34.99
9898.0,"['Casual', 'Indie', 'Simulation']",3.99
9899.0,"['Casual', 'Simulation', 'Strategy']",6.99
9900.0,"['Casual', 'Simulation', 'Strategy']",4.99
9901.0,"['Racing', 'Simulation', 'Early Access']",2.99
9902.0,"['Casual', 'Simulation', 'Strategy']",6.99
9903.0,"['Casual', 'Simulation', 'Strategy']",9.99
9905.0,"['RPG', 'Strategy']",0.99
9906.0,"['Action', 'Adventure', 'Indie']",20.0
9907.0,['Strategy'],40.0
9908.0,"['Adventure', 'Indie']",9.99
9909.0,"['Casual', 'Simulation']",2.99
9910.0,"['Casual', 'Simulation']",4.99
9911.0,"['Casual', 'Simulation']",3.99
9912.0,"['Casual', 'Simulation']",7.99
9913.0,"['Casual', 'Simulation']",6.99
9914.0,"['Action', 'Casual', 'Indie']",1.99
9915.0,['Strategy'],5.99
9916.0,"['Action', 'Casual', 'Indie']",9.99
9917.0,['Action'],14.99
9918.0,"['Casual', 'Indie', 'Strategy']",0.99
9919.0,"['Casual', 'Indie', 'Simulation']",9.99
9920.0,"['Action', 'Adventure', 'Indie']",4.99
9921.0,"['Casual', 'Indie', 'Simulation', 'Strategy']",12.99
9922.0,['Racing'],2.99
9923.0,"['Action', 'Indie', 'Racing']",99.99
9924.0,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",2.99
9925.0,"['Indie', 'RPG', 'Strategy']",19.99
9926.0,"['Indie', 'RPG', 'Strategy']",0.99
9927.0,"['Adventure', 'Indie', 'Simulation']",1.99
9928.0,['Indie'],9.99
9929.0,"['Indie', 'Strategy']",7.99
9930.0,['Action'],5.99
9931.0,"['Indie', 'Simulation']",1.99
9932.0,"['Action', 'Indie']",2.99
9933.0,"['Adventure', 'Free to Play', 'Indie', 'RPG', 'Early Access']",14.99
9934.0,"['Indie', 'Strategy']",4.99
9935.0,"['Casual', 'Indie', 'RPG', 'Simulation', 'Sports', 'Strategy']",5.99
9936.0,['Casual'],9.99
9937.0,"['Action', 'Free to Play', 'Indie', 'Strategy']",19.99
9938.0,"['Action', 'Free to Play', 'Indie', 'Strategy']",6.99
9939.0,"['Simulation', 'Early Access']",4.99
9940.0,"['Action', 'Indie']",39.99
9941.0,"['Casual', 'Indie', 'Strategy', 'Early Access']",9.99
9943.0,['Free to Play'],3.99
9944.0,['Free to Play'],8.99
9946.0,['Free to Play'],14.99
9947.0,['Free to Play'],7.99
9948.0,['Free to Play'],14.99
9949.0,"['Action', 'Casual', 'Indie']",49.99
9950.0,"['Action', 'Indie']",9.99
9951.0,['Indie'],0.0
9952.0,"['Free to Play', 'Indie', 'RPG', 'Strategy']",0.99
9953.0,"['Free to Play', 'Massively Multiplayer', 'RPG']",9.99
9954.0,"['Action', 'Casual']",9.99
9955.0,"['Indie', 'Simulation', 'Strategy', 'Early Access']",9.99
9956.0,"['Adventure', 'Casual', 'Indie']",7.99
9957.0,['Indie'],2.99
9958.0,"['Indie', 'RPG']",2.99
9959.0,"['Action', 'Adventure', 'Casual', 'Indie']",2.99
9960.0,['Video Production'],14.99
9961.0,"['Action', 'Casual', 'Indie']",9.99
9962.0,"['Action', 'Strategy']",4.99
9963.0,"['Action', 'Casual']",24.99
9964.0,"['Utilities', 'Web Publishing']",5.0
9965.0,"['Racing', 'Simulation', 'Sports', 'Strategy']",10.99
9966.0,"['Action', 'Adventure', 'Casual', 'Indie']",39.99
9967.0,"['Action', 'Adventure', 'Indie', 'RPG']",11.99
9968.0,"['Casual', 'Indie']",24.99
9969.0,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities', 'Video Production', 'Web Publishing']",24.99
9970.0,"['Action', 'Adventure', 'Indie']",0.0
9971.0,"['Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy', 'Early Access']",9.99
9972.0,"['Action', 'Adventure', 'Indie']",1.99
9973.0,"['Casual', 'RPG', 'Simulation', 'Strategy']",29.99
9974.0,"['Action', 'Indie', 'RPG']",5.99
9975.0,"['Action', 'Simulation', 'Strategy']",19.99
9976.0,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",4.99
9977.0,"['Action', 'Massively Multiplayer', 'Racing', 'Simulation', 'Early Access']",8.99
9980.0,"['Action', 'Massively Multiplayer', 'Racing', 'Simulation']",9.99
9981.0,"['Action', 'Massively Multiplayer', 'Racing', 'Simulation']",10.99
9982.0,"['Casual', 'Free to Play', 'Simulation', 'Sports']",0.0
9983.0,"['Action', 'Adventure', 'Indie']",1.99
9984.0,"['Casual', 'Indie']",4.99
9985.0,"['Adventure', 'Casual', 'Indie', 'Sports']",14.99
9987.0,"['Action', 'Adventure', 'Indie']",4.99
9988.0,"['Casual', 'Indie', 'Strategy']",9.99
9989.0,"['Action', 'Adventure', 'Indie']",14.99
9990.0,"['Action', 'Adventure', 'Indie']",1.99
9991.0,"['Action', 'Adventure', 'Indie']",49.99
9992.0,"['Action', 'Adventure', 'Indie']",24.99
9993.0,"['Action', 'Adventure', 'Indie']",1.99
9994.0,"['Action', 'Adventure', 'Indie']",4.99
9995.0,"['Action', 'Adventure', 'Indie']",2.99
9996.0,"['Action', 'Adventure', 'Indie']",9.99
9997.0,"['Action', 'Adventure', 'Indie']",0.0
9998.0,"['Action', 'Adventure', 'Indie']",1.99
9999.0,"['Action', 'Indie', 'RPG']",7.99
10000.0,"['Action', 'Adventure']",9.99
10001.0,"['Indie', 'RPG', 'Strategy']",12.99
10002.0,"['Indie', 'RPG', 'Strategy']",9.99
10003.0,"['Indie', 'RPG', 'Strategy']",3.99
10004.0,"['Indie', 'RPG', 'Strategy']",14.99
10006.0,"['Indie', 'RPG', 'Strategy']",9.99
10007.0,"['Indie', 'RPG', 'Strategy']",9.99
10008.0,"['Indie', 'RPG', 'Strategy']",2.99
10009.0,"['Indie', 'RPG', 'Strategy']",5.99
10010.0,"['Indie', 'RPG', 'Strategy']",19.99
10011.0,"['Indie', 'RPG', 'Strategy']",6.99
10012.0,"['Casual', 'Indie']",4.99
10013.0,"['Action', 'Indie', 'Simulation']",2.99
10014.0,"['Casual', 'Indie']",3.99
10015.0,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities', 'Web Publishing']",8.99
10016.0,"['Casual', 'Indie']",0.99
10017.0,['Adventure'],5.99
10018.0,['RPG'],5.99
10019.0,['Adventure'],9.99
10020.0,"['Casual', 'Indie', 'Early Access']",9.99
10021.0,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Sports']",4.99
10022.0,"['Indie', 'RPG', 'Simulation', 'Strategy']",0.99
10023.0,"['Adventure', 'Casual']",0.99
10024.0,"['Action', 'Adventure', 'Indie', 'Sports']",0.99
10025.0,"['Casual', 'Indie', 'Simulation']",0.99
10026.0,['Adventure'],7.99
10027.0,['Adventure'],1.99
10028.0,['Adventure'],9.99
10029.0,['Adventure'],9.99
10030.0,['Adventure'],4.99
10031.0,"['Action', 'Adventure', 'Casual', 'RPG']",19.99
10032.0,['Simulation'],1.99
10033.0,"['Action', 'Indie']",29.99
10034.0,['Simulation'],4.99
10035.0,['Strategy'],4.99
10036.0,"['Casual', 'Indie', 'Simulation']",4.99
10037.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",4.99
10038.0,"['Action', 'Adventure']",19.99
10039.0,"['Action', 'Adventure', 'Strategy']",0.0
10040.0,"['Action', 'Adventure', 'Indie']",9.99
10041.0,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",6.99
10042.0,"['Action', 'Indie']",2.99
10043.0,"['Casual', 'Indie', 'Strategy']",4.99
10044.0,"['Casual', 'Indie', 'Simulation', 'Strategy']",4.99
10045.0,"['Action', 'Adventure', 'Casual', 'Indie']",9.99
10046.0,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",2.99
10047.0,"['Adventure', 'Casual', 'Indie']",9.99
10048.0,"['Action', 'Casual', 'Indie']",14.99
10049.0,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Early Access']",9.99
10050.0,"['Action', 'Strategy', 'Early Access']",9.99
10051.0,"['Adventure', 'Casual', 'Indie']",9.99
10052.0,"['Casual', 'Indie', 'Racing', 'Strategy']",2.99
10053.0,['Adventure'],9.99
10054.0,"['Casual', 'Free to Play', 'Simulation']",14.99
10055.0,"['Casual', 'Simulation']",6.99
10056.0,"['Action', 'Indie']",4.99
10058.0,"['Adventure', 'Casual', 'Indie']",11.99
10059.0,"['Adventure', 'Casual', 'Indie']",2.99
10060.0,"['Casual', 'Simulation']",9.99
10061.0,"['Adventure', 'Casual', 'Indie']",9.99
10062.0,"['Action', 'Casual', 'Indie', 'Early Access']",3.99
10063.0,"['Casual', 'Indie']",4.99
10064.0,"['Indie', 'Simulation', 'Strategy', 'Early Access']",9.99
10065.0,"['Adventure', 'Casual', 'Indie']",5.99
10066.0,"['Casual', 'Indie', 'Simulation', 'Strategy']",14.99
10067.0,['Indie'],3.99
10068.0,"['Casual', 'Indie', 'Strategy']",0.0
10069.0,"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",18.99
10070.0,"['Action', 'Indie', 'Racing', 'Strategy']",3.99
10071.0,"['Action', 'Indie', 'Racing', 'Strategy']",4.99
10072.0,"['Action', 'Indie']",3.99
10073.0,"['Adventure', 'Indie', 'Simulation', 'Strategy']",4.99
10074.0,"['Casual', 'Indie', 'RPG']",3.99
10075.0,['Indie'],3.99
10076.0,"['Action', 'Indie']",3.99
10077.0,['Strategy'],3.99
10078.0,"['Action', 'Indie', 'Early Access']",3.99
10079.0,['Casual'],2.99
10080.0,['Action'],4.99
10081.0,"['Casual', 'Indie']",1.99
10082.0,"['Action', 'Strategy']",3.99
10083.0,"['Action', 'Indie']",3.99
10084.0,['Indie'],4.99
10085.0,"['Action', 'Indie']",9.99
10086.0,"['Casual', 'Indie']",16.99
10087.0,"['Indie', 'Strategy']",5.99
10088.0,"['Casual', 'Simulation']",4.99
10089.0,"['Casual', 'Simulation']",7.99
10090.0,"['Casual', 'Simulation']",5.99
10091.0,"['Casual', 'Simulation']",10.99
